Judul Video,Akun Komentar,Komentar,Likes,Waktu Komentar;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@uhiyamuttaqin3522,Undang Bang KOMENG..,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@trissinaga,""Bisa tahan orang ini, heran kali aku😅"",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@malvinmahendra7356,Parahhhhhh 😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Thommyfradana,Kukuh itu kiblatnya lama2 ke soleh solehan dah 😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@mrthree4466,☕,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@mamayaann,Nah kuwalahan dia 😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Antonius-u6o,Bagai pinang dibela tungin . . . .,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@petanigagal9649,""frimawan jual, kukuh borong wkwkwkwkw"",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@farhanfirdaus2957,BOS LAWAN BOS,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@chrisandybudiman,Indra vs cak lontong dong seru tuh,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dumsampah,""itu bukan marah bang kukuh, tpi kesurupan 😂😂😂"",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@xgod-b8k,yess akhirnyaaa indraa kalah sama kukuh 😂😂😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@FitriYeniGunasari,btw jagung cuma 3 bulan bang ga nyampe 1 tahun wkwk,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@hendriarssa5145,""Dsni terbukti air bs mengalahkan api,,dr td mnm air aja😂"",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rozzie87,durasi video kurang lamaaaa 🗿,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@RamaBoci,lawan yang seimbang wkwk,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@securitymancing5734,Kukuh anying 😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@kebunmami,Gw pecinta sagon😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@anggawidyutomo7077,frimawan 0 - 1 kukuh,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dehanmadonik,""REMATCH DI KANDANG KUKUH, DENGAN RULES YANG SAMA, MINIMAL 2 RONDE DENGAN DURASI 60 MENIT. GUE PEGANG INDRA , gocap gocap boleh deh."",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@zakilutfi5248,ketika mahluk mars dan mahluk pluto disatuin😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@wisantikopiproject2204,Collab ga sih,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@keluargakecil1981,""awalnya kesel";
"akhirnya ngakak banget"",0,2025-12-22 06:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@limitmashuzu9886,""Top Lawan Sepadan Firmawan :";
;
1.;
2;
3;
;
",,,,, isi sendiri"",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@firzamuhammad1717,bjir lawan raja terakhir 💀,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,Libra itu tersabar terbukti,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@muhammadtaufik2752,Episode paling ngakak.. 😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@asahilachanel7728,Jagung umurnya 3bln saja bapak kukuh.. kelamaan 1thn Sampek 1.5thn. keburu busuk😂😂😂😂😂😂😂😂😂,1,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,😂😂😂😂😂😂😂😂😂😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@nafchannel5133,Spesial show akhir tahun 🎉🎉🎉🎉,1,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Kiranaquatic,Apakah betul di atas langit masih ada lagit😅,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@HamdanAnsori-iw4ey,Parah wkwkwk,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,Makin di buat couple berdua ma om dedi 😂😂😂😂😂😂❤❤❤,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AbdurrachmanNajib,undang AR lah. pen tau AR mikir sekeras apa ama logika Frimawan,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@RiskyEka-s5b,Finnaly musuh yg seimbang 😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,Kukuh salut nahan ketawa dia dr tadi 😂😂😂😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@yogiiguy2601,Counter kukuh cuma aldi taher,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@afsrchannel4324,Bang opik kumis dong,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dewikuswahyuningrum388,Ga tranding... Ga seruuu,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@pejuangrebahan9991,Wkwkwkkw 😂😂😂 liat indra frustasi kok bahagia yak,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@SodikSodikin-y9z,😂😂😂😂😂😂😂😂😂😂😂 paham bat jokes nyaaa,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@alulzz,Kenapa dia pakai pin Tomorrowland?🤔,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@bakekokman,gg kukuh,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@tharyrahma8700,Sampai nangis ngakak nya😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@andreyapril2195,lawan berat ini 😂😂😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@gilbertlawa8854,Frimawan mmng goblok dri awal,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@irsyadrafiq26,18:48 ngerasain juga dia🤣,1,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AanBadrussalam,Nabrak party an sebelah jirr wkwkw,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@viktorygaming5539,Pusing juga pala indra akhirnya 😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@agnesdevita,final match yang dinanti warga🎉,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@quodfuloktavimuganae4043,Rokky gerung kapann ni,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@yulinarpuanmaharani3106,Bro menemukan countermya,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@alvinsaputra5519,Akhirnya raja terakhirr 😂,0,2025-12-22 06:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@WahyudoAlexi-dv9ql,""Klo gila mah gini """" ble ble ble ..."""" 😂😂"",0,2025-12-22 06:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MuridBangJo01,ga asik,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@grfnhector724,Akhirnya,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@azzahfauziyah209,Ngakak banget 😂😂😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@dewikuswahyuningrum388,Pokoknya ini Ter goonggg😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@maulanaihsanhanafi3522,Gachorr tamu iniiiii😭😭😭😭😭,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,Presiden kita 17 oktober cerdas kali libra,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,😅😅😅😅😅😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@g.m.rofficial6538,Counter sudah ditemukan,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@zaraphehe8109,kukuh wew,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@KulinerReceh24,Itu yg di rasain rigen,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MadRid-i3c,Perdebattan yang sangatt seruu sekali wkwkwk😂😂😂,0,2025-12-22 06:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@BapakSupaji,😂😂😂😂😂 Mantaap..... Sesuai nih..... 😂😂😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@SYMEANGLER,😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@muhamadakhsalabdillah5588,🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@queenagneta1000,adu mekanik nih,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@deuteranoma,Indra as keset 🤌,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@frankmipan,dua orang memiliki kecerdasan humor yang tinggi,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@zarast4058,thumbnail nya pake AI kah? wkwkwk,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@zonaxsel,""bumi bulat sama bumi datar bersatu, jadilah bumbu dapur"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@yudhatriswandy5346,EEPICCCCCCCCCCCCCC :face-blue-smiling:,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Tikabmx,Kalah himawan ma kukuh libra soalnya lebih cerdas libra mag ❤😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Pradika11,KOCAKKKK🎉😂😂😂😂,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@One_2611,""Wah ini seru sih kalo durasinya sejam , bang firmawan bertemu lawan sepadan 😄😄😄"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@WanaAja-g5j,Jadi briping 😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@uptyu21,🤣🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@romariokoropasi1710,Bro taste his own medicine 😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@miftakhulhuda3588,Endingnya tamu malah jadi hostt 🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@etuspapua8115,Kuku aga maksa🫢🫢 jadi garing🙈,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@romariokoropasi1710,Lawan seimbang 😂,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@PASKERBORNEO,""( INDRA ) ( KUKUH ) ( FAJAR SB ), Gabungin 3 orang ini di 1 acara,yg menang tetap fajar keknya😂."",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@noir.revklip,Gw nonton apeseeh,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@RaihanJoe,Undang bos anto pak,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@miftakhulhuda3588,Wkwkwkw kena mental juga njirrrrrr 🤣🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ImamJohan-h1t,Ini mah adu mekanik😅😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ith_99,wkwkw indraprimawang terkonter wkkw,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@harismartin5803,""Kukuh sangat unggul dikandang firmawan 😅";
"Apaa lagi dikandang dia wkwkwk"",0,2025-12-22 05:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@bangweka1246,""Bintang tamu oke.. yg bikin oke lagi , tim editornya rajin.. sound efek , animasi animasi kecil.. jd orang jg ga bosen..karna dari td analisa banyak banget sound soundnya , keren tim editor 🎉"",0,2025-12-22 05:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@frankmipan,""dua orang yang memiliki kecerdasan seperti ini sangat menjengkelkan🤣";
"dan sangat menggelitik walaupun tidak tergelitik."",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@sugik0761,Bayangin Ada Fajar Sad Boy Diantara MEREKA 😂😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@catico33,9:35 Bisa bngt lg ngejawabnya😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Inpointchannel,Primawan kalah telak,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@adv.alfisyahrachmi3196,Gas lah rematch 🤣🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Ramdhani-u6q,akhirnya Indra ketemu conter nya juga😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@V_Radya,Cocok dua org ini ketemu🤣🤣🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ivanravian7795,Ngomong2 kenapa ufo ga mendarat di kejagung kan ada jagungnya juga,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AuraAura-i1c,Indra K.O 😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@drp7110,Nah maksud saya begini kalau balas pembahasan frimawan. Betul mas kukuh ini.,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@agungsendayu9258,Sule keknya di undang wkwk,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@AlexisBloom3,Gw heran sama kreatifnya ko bintang tamunya kukuh ..jadi ga rame ..kaya ngadu ilmu kocaknya ga dapet jadi ga BALANCE..,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@waktuluang2297,Rigen sangat puas melihat ini🤣🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@firmanaji1187,Akhirnya wkwkwk,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@rijiblambakada1341,Kali ini lawan berat 😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ilyashadi4374,akhirnya hahaaaa,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@lviadewipuspa392,Sabar bang Indra ngadepin bang Kukuh yg lempeng aja 😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ameeltr,😂😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ilmanman378,lawan yang sepadan 😂😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@leoarmanda9304,ngakak,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@masdjambooel11,""Mereka pasien RSJ mana sih sbenernya ?🤣🤣🤣";
"Nonton bego, gak nonton penasaran !!!"",0,2025-12-22 05:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ArioPanjaitan,""Undang kukuh tanpa dasi bang, vibes nya pasti beda 😂"",0,2025-12-22 05:00:00";
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@bangunreynaldo4385,""sama, cerdas"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@fikrifaiz922,Save frimawan,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@andreanasmara,akhirnya meetup juga😅🤣😂,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@IrmaRiyanti-q5g,""Lawan Imbang Indra : Kukuh adi, ustad felix siaw sama Jirayut:face-blue-smiling::face-blue-smiling::face-blue-smiling:"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@Svardx77,mampus lu😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@apifbanana606,Lawan sepadan 😂,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ReynaldiFirdhaus,""5 Episode aja begini,besoknya keknya indra kepikiran """" keknya gue mending hiatus lagi aja deh"""" wkwkwkw"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@erlanggasulistyo8455,Akhirnya merasakan pusing di acaranya sendiri :face-blue-smiling::face-blue-smiling:,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@riogusfianprayudi1932,""COBA AJAK RISPO, SOALNYA RISPO LAGI KETULARAN MARAH"""" 😅😅😂"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ariefrahmansidik8319,Kocaggggg😂,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ibnucell6762,Undang haji bolot dong?,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@japemethetravel2703,berat beraattt 🤣🤣🤣,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@bravoitsmyname565,Indra 0 - 1 Kukuh,0,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@claungwen,28:36 🤣🤣,1,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ligaandrean5577,ditambahin editing level emosi di 2 belah pihak bagus nih,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ArishWoro,""Hahahaaaa";
"Gantian entar di Bloom Tau gantian ngundang Frimawan 😁👍🏼👽"",0,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@elgiaseptian8047,Podcast paling ga penting yg gue tonton minggu ini,0,2025-12-22 05:00:00;
"KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@ismisalsabilah4068,""disuruh nolak, setiap statement ditolak , disitu letak ngakaknya gue 🤣🤣"",2,2025-12-22 05:00:00";
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@mardials,terlalu AI thumbnailnya mas,1,2025-12-22 05:00:00;
KUKUH MINTA DIGAMPAR, LAWAN BERAT FRIMAWAN 🤣🤣🤣 - LOGICKAH,@MouseR_art,Obrolan bapak bapak jam 2 pagi,0,2025-12-22 05:00:00;
